Opt, Size, Seq, Par, Libc
0, 1000000, 0.280138, 0.540427, 0.274653
1, 1000000, 0.146918, 0.413801, 0.186072
2, 1000000, 0.124204, 0.416827, 0.176452
3, 1000000, 0.125486, 0.415662, 0.180043
0, 1000, 0.000213, 0.145809, 0.000234
1, 1000, 0.000125, 0.140106, 0.000172
2, 1000, 0.000116, 0.132717, 0.000170
3, 1000, 0.000122, 0.146069, 0.000166
0, 1000, 0.000196, 0.114218, 0.000231
1, 1000, 0.000126, 0.096033, 0.000168
2, 1000, 0.000112, 0.097675, 0.000162
3, 1000, 0.000118, 0.139167, 0.000169
0, 1000, 0.000181, 0.122992, 0.000235
1, 1000, 0.000129, 0.143847, 0.000212
2, 1000, 0.000101, 0.107973, 0.000210
3, 1000, 0.000106, 0.109890, 0.000166
0, 1000, 0.000224, 0.145561, 0.000348
1, 1000, 0.000117, 0.139622, 0.000171
2, 1000, 0.000085, 0.140217, 0.000169
3, 1000, 0.000076, 0.088428, 0.000156
