Opt, Size, Seq, Par, Libc
2, 500000, 0.000001, 0.003519, 0.000003
3, 500000, 0.000000, 0.001655, 0.000003
0, 1000000000, 0.000002, 0.005932, 0.000004
1, 1000000000, 0.000002, 0.005847, 0.000004
2, 1000000000, 0.000002, 0.006234, 0.000003
3, 1000000000, 0.000002, 0.006697, 0.000005
0, 50000, 0.000001, 0.001849, 0.000003
1, 50000, 0.000001, 0.002232, 0.000003
2, 50000, 0.000001, 0.001466, 0.000002
3, 50000, 0.000000, 0.001119, 0.000002
0, 50, 0.000001, 0.000510, 0.000001
1, 50, 0.000000, 0.000230, 0.000002
2, 50, 0.000000, 0.000172, 0.000001
3, 50, 0.000000, 0.000488, 0.000001
0, 100000, 0.000001, 0.002418, 0.000004
1, 100000, 0.000001, 0.003303, 0.000003
2, 100000, 0.000001, 0.002914, 0.000003
3, 100000, 0.000001, 0.002382, 0.000004
0, 50000, 0.000001, 0.001423, 0.000003
1, 50000, 0.000001, 0.001637, 0.000003
2, 50000, 0.000001, 0.001637, 0.000003
3, 50000, 0.000001, 0.001607, 0.000002
0, 50000, 0.000001, 0.001146, 0.000002
1, 50000, 0.000001, 0.001114, 0.000002
2, 50000, 0.000000, 0.001527, 0.000003
3, 50000, 0.000000, 0.001785, 0.000003
0, 50, 0.000000, 0.000211, 0.000001
1, 50, 0.000000, 0.000200, 0.000002
2, 50, 0.000000, 0.000217, 0.000001
3, 50, 0.000000, 0.000188, 0.000002
0, 50000000, 0.000001, 0.005903, 0.000004
1, 50000000, 0.000001, 0.005876, 0.000005
2, 50000000, 0.000001, 0.005874, 0.000004
3, 50000000, 0.000001, 0.005322, 0.000004
0, 50000000, 0.000001, 0.005034, 0.000004
1, 50000000, 0.000001, 0.005008, 0.000004
2, 50000000, 0.000001, 0.005144, 0.000004
3, 50000000, 0.000001, 0.006258, 0.000004
0, 1000000000, 0.000002, 0.007261, 0.000003
1, 1000000000, 0.000001, 0.007526, 0.000005
2, 1000000000, 0.000002, 0.004988, 0.000004
3, 1000000000, 0.000001, 0.005506, 0.000004
0, 10000000, 0.000002, 0.006101, 0.000004
1, 10000000, 0.000000, 0.004740, 0.000003
2, 10000000, 0.000001, 0.004381, 0.000003
3, 10000000, 0.000001, 0.005950, 0.000005
0, 10000000, 0.000002, 0.005708, 0.000003
1, 10000000, 0.000001, 0.006170, 0.000004
2, 10000000, 0.000001, 0.004269, 0.000003
3, 10000000, 0.000001, 0.005541, 0.000003
0, 10000000, 0.000002, 0.006444, 0.000004
1, 10000000, 0.000001, 0.005164, 0.000004
2, 10000000, 0.000001, 0.004121, 0.000002
3, 10000000, 0.000001, 0.006212, 0.000004
0, 100000, 0.000001, 0.002725, 0.000003
1, 100000, 0.000000, 0.001684, 0.000003
2, 100000, 0.000000, 0.002020, 0.000002
3, 100000, 0.000000, 0.002450, 0.000004
0, 100000, 0.000001, 0.001790, 0.000003
1, 100000, 0.000001, 0.003292, 0.000003
2, 100000, 0.000009, 0.002848, 0.000004
3, 100000, 0.000001, 0.002765, 0.000004
